Subject Name,Subject Code,Primary Info,Credit Points,Subject Url
The Electronic Arts: Vision and Sound,CCDP10002,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ccdp10002
Musicals & Society: Oklahoma to Hamilton,MUST20016,"Offered July, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/must20016
Hebrew 8,HEBR30017,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hebr30017
Berlin and Beyond,GERM20011,"Offered Winter Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20011
Movies and Money 1,FLTV20022,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fltv20022
Music Performance Science,MUSI20223,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/musi20223
Hebrew 8,HEBR20017,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hebr20017
Hebrew 10,HEBR30019,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hebr30019
Making Micro Documentaries,FLTV10024,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fltv10024
Indigenous Music and Musicians,MUSI20231,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/musi20231
Wines of the World,EURO20009,"Offered July, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/euro20009
Anthropology & Food in Everyday Life,ANTH10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/anth10002
"Global Intersections:Gender, Race, Class",GEND10002,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/gend10002
Fundamentals of Interaction Design,INFO10003,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/info10003
Working with Indigenous Arts & Artists,CREA20001,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/crea20001
Indigenous Astronomy,PHYC10010,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/phyc10010
Staging German,GERM30025,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30025
French 8,FREN20023,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20023
Critical Debates,ENGL20035,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/engl20035
Indigenous Musical Instruments,MUSI20232,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20232
Digital Humanities and Social Sciences,ARTS30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/arts30003
The French Media: From Ink to Link,FREN20024,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20024
Corpus Linguistics,LING30015,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/ling30015
Machine Learning,COMP30027,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/comp30027
Global Foundations of Design,ABPL20055,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/abpl20055
Game Design,INFO30009,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/info30009
Elements of Data Processing,COMP20008,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/comp20008
French 8,FREN10009,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10009
French and Francophone Cultural Studies,FREN30021,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/fren30021
French 8,FREN30022,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/fren30022
Environmental Systems Modelling & Design,ENEN30003,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/enen30003
Arts Internship: Not for Profit,MULT30020,"Offered Semester 1, Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mult30020
Hebrew 9,HEBR30018,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hebr30018
Field Geology,GEOL30009,"Offered July, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/geol30009
"Communicating for Health, not Harm",POPH30005,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/poph30005
Indonesian 6,INDO10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/indo10004
Creating Music For Advertising,MUSI20167,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20167
Health & Disease in Wildlife Populations,VETS30033,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/vets30033
Decolonising the Landscape MultiStudio 1,AIND10005,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/aind10005
Latin American Music and Culture,MUSI20236,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20236
Ethics and Equity in Health and Medicine,POPH30004,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/poph30004
Intro to Sustainable Water Management,ENEN30002,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/enen30002
Safeguarding Dark Skies,PHYC30025,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/phyc30025
French 7,FREN10008,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10008
Stand Up and Be Funny,PERF20001,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/perf20001
Debating Science in Society,HPSC20024,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hpsc20024
Global Pop,MUSI20219,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20219
Extractive Legacies in Latin America,ANTH30025,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/anth30025
"Global Diasporas, Hellenic Cultures",HIST30077,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hist30077
Going Places - Travelling Smarter,ARTS20002,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/arts20002
Challenges & Hopes in Contemporary Asia,UNIB10021,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/unib10021
Indigenous Cultures and Knowledges,UNIB20022,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/unib20022
Earth's Surface Processes,EVSC20008,"Offered July, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/evsc20008
Inequalities: Causes and Consequences,UNIB20021,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/unib20021
The Buddhist Universe: An Introduction,MULT10021,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/mult10021
Wine & Spirits:An Australian Perspective,AGRI20045,"Offered July, September, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/agri20045
Samba Band,MUSI20163,"Offered January, Semester 1, June, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/musi20163
Environmental Technologies,ABPL10007,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/abpl10007
Language,LANG10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/lang10001
Italian 3,ITAL20007,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20007
Australian Politics in the Long Run,POLS30007,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/pols30007
Japanese 8,JAPN20004,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/japn20004
Hebrew 6,HEBR20008,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hebr20008
Foundational Biology: Life's Machinery,BIOL10008,"Offered Summer Term, Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/biol10008
Ancient Greek 6,CLAS30025,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/clas30025
Money and Sweat: Economic Anthropology,ANTH30024,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/anth30024
The Holocaust & Genocide,HIST20013,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/hist20013
A History of Violence,HIST30068,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hist30068
German 9,GERM20009,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20009
French 5,FREN10006,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10006
Indonesian Literature and Film,INDO30006,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/indo30006
Free Play New Music Improvisation Ensem,MUSI20164,"Offered January, Semester 1, June, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/musi20164
Experiencing Italian Foodscapes,EURO30007,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/euro30007
Islam in the Modern World,ISLM10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/islm10002
Intensive Akkadian 1,ANCW10008,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/ancw10008
Intensive Syriac Aramaic,ANCW20018,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/ancw20018
Contemporary Italy Study Abroad,ITAL30005,"Offered November, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ital30005
Controversies in Australian History,HIST30064,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hist30064
Indonesian Politics and Society,INDO20018,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/indo20018
German 3,GERM20004,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20004
Variation in Japanese Language,JAPN20012,"Offered Summer Term, Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/japn20012
Real and Artificial Neural Networks,NEUR30006,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/neur30006
Development in the 21st Century,DEVT20001,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/devt20001
Red Empire: The Soviet Union and After,HIST20084,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hist20084
Bad Science,HPSC10004,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/hpsc10004
Matters of Taste: French Eating Cultures,FREN30015,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/fren30015
"Myth, Art and Empire: Greece and Rome",ANCW10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ancw10002
French 4,FREN20017,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20017
Chinese 7,CHIN10003,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10003
Screening Europe: Image and Identity,EURO20005,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/euro20005
Introduction to Screenprinting,FINA20045,"Offered January, February, April, June, July, September, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fina20045
Introduction to Indigenous Education,EDUC10060,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/educ10060
Contemporary Art,AHIS30020,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ahis30020
Latin 4,CLAS20031,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/clas20031
Indonesian Literature and Film,INDO20015,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/indo20015
"Genders, Bodies & Sexualities",GEND20003,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/gend20003
Media and Urban Culture in Asia,ASIA20001,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/asia20001
German 2,GERM10005,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/germ10005
Memory & Memoirs of 20th Century Europe,EURO20003,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/euro20003
Romanticism to Decadence: French Novels,FREN30005,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/fren30005
The Rise and Fall of the Roman Republic,ANCW20019,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ancw20019
Australia Now,MULT20013,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/mult20013
Arabic 6,ARBC30005,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/arbc30005
Italian 7,ITAL20002,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20002
Astronomy in World History,HPSC20015,"Offered Summer Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hpsc20015
Modern Southeast Asia,HIST20034,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hist20034
"Romanticism, Feminism, Revolution",ENGL20020,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/engl20020
Ancient Egypt and Mesopotamia,ANCW10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ancw10001
Contemporary Korea,KORE20002,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/kore20002
Italian 6,ITAL10007,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10007
Ancient Greek 1,CLAS10004,"Offered Semester 1, Winter Term, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10004
Spanish 1,SPAN10001,"Offered Semester 1, Winter Term, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/span10001
European Art & Absolute Power 1660-1815,AHIS30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ahis30003
Shakespeare in Performance,ENGL20033,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/engl20033
Social Problems in Japan,JAPN30002,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/japn30002
"Mind, Brain and Behaviour 2",PSYC10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/psyc10004
The House of Fiction: Literary Realism,ENGL20025,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/engl20025
Copernicus to Darwin: A Cultural History,HPSC30037,"Offered Summer Term, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hpsc30037
French 6,FREN30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/fren30004
China in Global History since 1945,HIST20086,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hist20086
Interpreting Material Culture,ANCW20028,"Offered Summer Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ancw20028
Introduction to Language Translation,ARTS30002,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/arts30002
Theatre Histories,ENGL20036,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/engl20036
"Science, Technology and Public Policy",PPMN20001,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/ppmn20001
German 1,GERM10004,"Offered Summer Term, Semester 1, Winter Term, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/germ10004
French 6,FREN20002,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20002
Experiencing Italian Foodscapes,EURO20008,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/euro20008
From Page to Stage: French Theatre,FREN20022,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20022
Renaissance Art in Global Context,AHIS30022,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ahis30022
Race and Racism in Australia,SOCI30014,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/soci30014
Japanese 6,JAPN10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/japn10004
Russian 4,RUSS20005,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/russ20005
Ancient Egyptian 2,ANCW10007,"Offered August, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ancw10007
Business Analytics,ISYS30008,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/isys30008
Real Analysis: Advanced,MAST20033,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/mast20033
Italian 8,ITAL10010,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10010
"Crime, Criminology, and Critique",CRIM10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/crim10001
God and the Natural Sciences,HPSC20020,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hpsc20020
Modern and Contemporary Literature,ENGL10001,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/engl10001
Ancient Egyptian 3,ANCW20023,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ancw20023
Arabic 5,ARBC20006,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/arbc20006
Japanese Grammar in Action,JAPN20010,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/japn20010
Spatial Analysis in Geography,GEOG20017,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/geog20017
Advanced Seminar in Chinese,CHIN20022,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/chin20022
Punishment and Social Control,CRIM20006,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/crim20006
City Visions: Melbourne Intensive,HIST20087,"Offered Summer Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hist20087
The French Revolution,HIST20068,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hist20068
German 10,GERM30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30004
Transit Oriented Development,PLAN30004,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/plan30004
Global Criminology,CRIM30002,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/crim30002
Analysis of Contemporary Chinese Society,CHIN30006,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30006
Genders and Desires in Asia,ASIA20003,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/asia20003
Decadent Literature,ENGL30016,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/engl30016
Design and Property Studio,PROP30003,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/prop30003
Biology: Life's Machinery,BIOL10009,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/biol10009
French 7,FREN30001,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/fren30001
Italian 7,ITAL30015,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ital30015
Chinese 6,CHIN10018,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10018
"Israelis & Palestinians: Conflict, Peace",JEWI20006,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/jewi20006
German 6,GERM30006,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30006
The Politics of Sex,POLS20011,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/pols20011
Keeping the Body in Mind,ANTH20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/anth20001
German 9,GERM30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30003
Chinese 9,CHIN30027,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30027
German Cultural Studies C,GERM30002,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30002
Novels,CWRI30001,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/cwri30001
Advanced Topics in Nutrition,NUTR30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/nutr30004
Korean 2,KORE10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/kore10002
Italian 5A,ITAL30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ital30003
German Cultural Studies B,GERM20003,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20003
Latin 4,CLAS10014,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10014
Gender and Contemporary Culture,CULS20017,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/culs20017
Italian 6,ITAL20010,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20010
Sustainable Development,GEOG30019,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/geog30019
The Disaster Resilient City,GEOG30021,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/geog30021
Race in the Americas,HIST30059,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/hist30059
Hebrew 6,HEBR10012,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10012
Ancient Greek 4,CLAS20016,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/clas20016
Chinese Cinema,CHIN20016,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/chin20016
Public Policy Making,POLS20008,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/pols20008
Tales of Muslim Spain,SPAN30022,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/span30022
Phenomenology and Existentialism,PHIL20041,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/phil20041
Reading Japanese Literature,JAPN30011,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/japn30011
The Qur'an: An Introduction,ISLM20003,"Offered February, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/islm20003
Latin 5,CLAS20030,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/clas20030
Russian Culture Through Film,RUSS30005,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/russ30005
Research Methods for Human Inquiry,PSYC30013,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/psyc30013
Arabic 4,ARBC10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/arbc10002
