Subject Name,Subject Code,URL,Level,Credit Points,Offering Info
Design and Production Melbourne x Berlin,DPSS30011,https://handbook.unimelb.edu.au/2024/subjects/dpss30011,Undergraduate Level 3,12.5 credit points,Not offered in 2024
Spatial Industry Internship,GEOM90017,https://handbook.unimelb.edu.au/2024/subjects/geom90017,Graduate coursework,12.5 credit points,Not offered in 2024
Special Needs Dentistry 3,DENT90107,https://handbook.unimelb.edu.au/2024/subjects/dent90107,Graduate coursework,75 credit points,Not offered in 2024
MD Discovery 4: Creation,MEDS90042,https://handbook.unimelb.edu.au/2024/subjects/meds90042,Graduate coursework,50 credit points,Not offered in 2024
Applied Business Analytics,BUSA90547,https://handbook.unimelb.edu.au/2024/subjects/busa90547,Graduate coursework,12.5 credit points,Not offered in 2024
Assurance Practices,ACCT90007,https://handbook.unimelb.edu.au/2024/subjects/acct90007,Graduate coursework,12.5 credit points,Not offered in 2024
Development Policy: Independent Project,DEVT90007,https://handbook.unimelb.edu.au/2024/subjects/devt90007,Graduate coursework,12.5 credit points,Not offered in 2024
Sustainability and Behaviour Change,ENST90032,https://handbook.unimelb.edu.au/2024/subjects/enst90032,Graduate coursework,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
Nursing Science 1,NURS90129,https://handbook.unimelb.edu.au/2024/subjects/nurs90129,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Project Management in Science,SKIL90004,https://handbook.unimelb.edu.au/2024/subjects/skil90004,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Generating the Wealth of Nations,ECON20013,https://handbook.unimelb.edu.au/2024/subjects/econ20013,Undergraduate Level 2,12.5 credit points,Not offered in 2024
Research Project - RMH Part 2,BIOL40013,https://handbook.unimelb.edu.au/2024/subjects/biol40013,Honours,25 credit points,"Offered Semester 1, Semester 2, 2024"
Molecular and Cellular Biomedicine,BIOM20001,https://handbook.unimelb.edu.au/2024/subjects/biom20001,Undergraduate Level 2,25 credit points,"Offered Semester 1, 2024"
Introduction to Business Problems,BUSA90499,https://handbook.unimelb.edu.au/2024/subjects/busa90499,Graduate coursework,12.5 credit points,"Offered March, 2024"
Cultural Analysis of Exchange Studies,EDUC20071,https://handbook.unimelb.edu.au/2024/subjects/educ20071,Undergraduate Level 2,12.5 credit points,Not offered in 2024
Advanced Motion Control,MCEN90017,https://handbook.unimelb.edu.au/2024/subjects/mcen90017,Graduate coursework,12.5 credit points,Not offered in 2024
Principles of Medicine & Surgery 3 PtB,VETS90057,https://handbook.unimelb.edu.au/2024/subjects/vets90057,Graduate coursework,6.25 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Screenwriting Practices 2A,FLTV20012,https://handbook.unimelb.edu.au/2024/subjects/fltv20012,Undergraduate Level 2,25 credit points,"Offered Semester 1, 2024"
Chemistry Research Project Pt 4 (Cont.),CHEM90057,https://handbook.unimelb.edu.au/2024/subjects/chem90057,Graduate coursework,25 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Leadership in Professional Practice,PHTY90111,https://handbook.unimelb.edu.au/2024/subjects/phty90111,Graduate coursework,12.5 credit points,"Offered Semester 1 (Early-Start), 2024"
BioSciences Research Project Part 4,BIOL90018,https://handbook.unimelb.edu.au/2024/subjects/biol90018,Graduate coursework,37.5 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Creative Arts Therapists in Community,CREA90017,https://handbook.unimelb.edu.au/2024/subjects/crea90017,Graduate coursework,12.5 credit points,"Offered Semester 2 (Early-Start), 2024"
Clinical Sexual & Reproductive Health,POPH90070,https://handbook.unimelb.edu.au/2024/subjects/poph90070,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Twentieth-Century Italian Art: 1909-1969,AHIS40008,https://handbook.unimelb.edu.au/2024/subjects/ahis40008,Honours,12.5 credit points,"Offered Semester 1, 2024"
Foundation Studies in Chemistry,CHEM10008,https://handbook.unimelb.edu.au/2024/subjects/chem10008,Undergraduate Level 1,12.5 credit points,"Offered Semester 1, 2024"
Farm Trees & Agroforestry,FRST90033,https://handbook.unimelb.edu.au/2024/subjects/frst90033,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Financial Accounting Research,ACCT90019,https://handbook.unimelb.edu.au/2024/subjects/acct90019,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Study Design in Clinical Research,CLRS90011,https://handbook.unimelb.edu.au/2024/subjects/clrs90011,Graduate coursework,12.5 credit points,"Offered March, 2024"
BioSciences Research Project Pt 4(Cont.),BIOL90034,https://handbook.unimelb.edu.au/2024/subjects/biol90034,Graduate coursework,37.5 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Property Research and Analysis,ABPL90363,https://handbook.unimelb.edu.au/2024/subjects/abpl90363,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Research and Evidence 1,PHTY90094,https://handbook.unimelb.edu.au/2024/subjects/phty90094,Graduate coursework,6.25 credit points,"Offered Semester 1 (Early-Start), 2024"
Particle Physics,PHYC90011,https://handbook.unimelb.edu.au/2024/subjects/phyc90011,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Professional Psychology Placement 2,PSYC90116,https://handbook.unimelb.edu.au/2024/subjects/psyc90116,Graduate coursework,25 credit points,"Offered Semester 2, 2024"
Animal Welfare,ANSC90007,https://handbook.unimelb.edu.au/2024/subjects/ansc90007,Graduate coursework,12.5 credit points,Not offered in 2024
Repetiteur Skills,MUSI90232,https://handbook.unimelb.edu.au/2024/subjects/musi90232,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Special Studies,AGRI30022,https://handbook.unimelb.edu.au/2024/subjects/agri30022,Undergraduate Level 3,12.5 credit points,"Offered Summer Term, Semester 1, Semester 2, 2024"
Social Entrepreneur Consulting Practicum,BUSA90517,https://handbook.unimelb.edu.au/2024/subjects/busa90517,Graduate coursework,12.5 credit points,"Offered March, 2024"
Geography Minor Research Project Part 1,GEOG90031,https://handbook.unimelb.edu.au/2024/subjects/geog90031,Graduate coursework,25 credit points,"Offered Semester 1, Semester 2, 2024"
"Dance Writing, Archives & Documentation",DNCE90016,https://handbook.unimelb.edu.au/2024/subjects/dnce90016,Graduate coursework,25 credit points,"Offered Semester 2, 2024"
TOE - Practical,MEDI90141,https://handbook.unimelb.edu.au/2024/subjects/medi90141,Graduate coursework,6.25 credit points,Not offered in 2024
Special Topics in Finance C,FNCE90066,https://handbook.unimelb.edu.au/2024/subjects/fnce90066,Graduate coursework,6.25 credit points,Not offered in 2024
Managing Conflict at Work,MGMT90172,https://handbook.unimelb.edu.au/2024/subjects/mgmt90172,Graduate coursework,6.25 credit points,Not offered in 2024
Special Topics in Adv. Econometrics 2,ECOM90015,https://handbook.unimelb.edu.au/2024/subjects/ecom90015,Graduate coursework,12.5 credit points,Not offered in 2024
Deals In Asia Pacific,LAWS50080,https://handbook.unimelb.edu.au/2024/subjects/laws50080,Graduate coursework Level 5,12.5 credit points,Not offered in 2024
Interactive Architecture,ABPL90420,https://handbook.unimelb.edu.au/2024/subjects/abpl90420,Graduate coursework,12.5 credit points,Not offered in 2024
Construction Industry and Environment,ABPL90310,https://handbook.unimelb.edu.au/2024/subjects/abpl90310,Graduate coursework,12.5 credit points,Not offered in 2024
Major Design Project,ELEN90046,https://handbook.unimelb.edu.au/2024/subjects/elen90046,Graduate coursework,25 credit points,Not offered in 2024
Research Internship,SKIL90005,https://handbook.unimelb.edu.au/2024/subjects/skil90005,Administrative (Level 9),0 credit points,"Offered January, February, March, April, May, June, July, August, September, October, November, December, 2024"
Air Quality Monitoring,EVSC90033,https://handbook.unimelb.edu.au/2024/subjects/evsc90033,Graduate coursework,12.5 credit points,Not offered in 2024
Quantitative Methods for Psychology 2,PSYC20001,https://handbook.unimelb.edu.au/2024/subjects/psyc20001,Undergraduate Level 2,12.5 credit points,Not offered in 2024
"Sexualities, Gender, Activism and Law",LAWS90190,https://handbook.unimelb.edu.au/2024/subjects/laws90190,Graduate coursework,12.5 credit points,Not offered in 2024
Financial Institutions Management,FNCE40008,https://handbook.unimelb.edu.au/2024/subjects/fnce40008,Honours,12.5 credit points,Not offered in 2024
Japanese Law,LAWS90244,https://handbook.unimelb.edu.au/2024/subjects/laws90244,Graduate coursework,12.5 credit points,Not offered in 2024
Constraint Programming,COMP90046,https://handbook.unimelb.edu.au/2024/subjects/comp90046,Graduate coursework,12.5 credit points,Not offered in 2024
Non-Fictional Cities,ABPL90423,https://handbook.unimelb.edu.au/2024/subjects/abpl90423,Graduate coursework,12.5 credit points,Not offered in 2024
PhD Research,ENEN80001,https://handbook.unimelb.edu.au/2024/subjects/enen80001,Doctorate time-based research,0 credit points,"Offered Time-based Research, 2024"
Robin Boyd Studio,ABPL90354,https://handbook.unimelb.edu.au/2024/subjects/abpl90354,Graduate coursework,12.5 credit points,Not offered in 2024
Wireless Communication Systems,ELEN90007,https://handbook.unimelb.edu.au/2024/subjects/elen90007,Graduate coursework,12.5 credit points,Not offered in 2024
Financial Economics,ECON90024,https://handbook.unimelb.edu.au/2024/subjects/econ90024,Graduate coursework,12.5 credit points,Not offered in 2024
Digital Marketing,MKTG90019,https://handbook.unimelb.edu.au/2024/subjects/mktg90019,Graduate coursework,6.25 credit points,Not offered in 2024
Travelling Studio,DNCE20040,https://handbook.unimelb.edu.au/2024/subjects/dnce20040,Undergraduate Level 2,12.5 credit points,Not offered in 2024
MPhil Research,MCEN90007,https://handbook.unimelb.edu.au/2024/subjects/mcen90007,Masters time-based research,0 credit points,"Offered Time-based Research, 2024"
Steel and Composite Construction Systems,ABPL90293,https://handbook.unimelb.edu.au/2024/subjects/abpl90293,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Indigenous Land Management,GEOG90019,https://handbook.unimelb.edu.au/2024/subjects/geog90019,Graduate coursework,12.5 credit points,Not offered in 2024
European Civil Law,LAWS50067,https://handbook.unimelb.edu.au/2024/subjects/laws50067,Graduate coursework Level 5,12.5 credit points,Not offered in 2024
Long-Run Economic Change,ECON40004,https://handbook.unimelb.edu.au/2024/subjects/econ40004,Honours,12.5 credit points,Not offered in 2024
Physics Research Project Part 4 (Cont.),PHYC90055,https://handbook.unimelb.edu.au/2024/subjects/phyc90055,Graduate coursework,12.5 credit points,Not offered in 2024
Contemporary Digital Practice,ABPL90149,https://handbook.unimelb.edu.au/2024/subjects/abpl90149,Graduate coursework,12.5 credit points,Not offered in 2024
Placemaking : Design for Landscape,LARC90001,https://handbook.unimelb.edu.au/2024/subjects/larc90001,Graduate coursework,12.5 credit points,Not offered in 2024
Ore Deposit Models,GEOL90044,https://handbook.unimelb.edu.au/2024/subjects/geol90044,Graduate coursework,6.25 credit points,Not offered in 2024
Bachelor of Design Honours Thesis -II,ABPL40055,https://handbook.unimelb.edu.au/2024/subjects/abpl40055,Honours,37.5 credit points,"Offered Semester 2, 2024"
Industrial Organisation,ECON90005,https://handbook.unimelb.edu.au/2024/subjects/econ90005,Graduate coursework,12.5 credit points,Not offered in 2024
PhD Research,MGMT80001,https://handbook.unimelb.edu.au/2024/subjects/mgmt80001,Doctorate time-based research,0 credit points,"Offered Time-based Research, 2024"
Corporate Governance,LAWS90078,https://handbook.unimelb.edu.au/2024/subjects/laws90078,Graduate coursework,12.5 credit points,Not offered in 2024
Information Theory,ELEN90030,https://handbook.unimelb.edu.au/2024/subjects/elen90030,Graduate coursework,12.5 credit points,Not offered in 2024
Software Systems Project,SWEN30007,https://handbook.unimelb.edu.au/2024/subjects/swen30007,Undergraduate Level 3,12.5 credit points,Not offered in 2024
Corporate Governance,BUSA90050,https://handbook.unimelb.edu.au/2024/subjects/busa90050,Graduate coursework,6.25 credit points,Not offered in 2024
MPhil Research,CVEN90038,https://handbook.unimelb.edu.au/2024/subjects/cven90038,Masters time-based research,0 credit points,"Offered Time-based Research, 2024"
Health Communication Skills 1,GENE90004,https://handbook.unimelb.edu.au/2024/subjects/gene90004,Graduate coursework,12.5 credit points,Not offered in 2024
PhD Research,ELEN80001,https://handbook.unimelb.edu.au/2024/subjects/elen80001,Doctorate time-based research,0 credit points,"Offered Time-based Research, 2024"
Foundations in Cancer & Palliative Care2,NURS90028,https://handbook.unimelb.edu.au/2024/subjects/nurs90028,Graduate coursework,25 credit points,Not offered in 2024
Macroeconomic Techniques,ECON90021,https://handbook.unimelb.edu.au/2024/subjects/econ90021,Graduate coursework,12.5 credit points,Not offered in 2024
Data Warehousing,ISYS90086,https://handbook.unimelb.edu.au/2024/subjects/isys90086,Graduate coursework,12.5 credit points,Not offered in 2024
Dental Procedural Skills 2 PT1,DENT90137,https://handbook.unimelb.edu.au/2024/subjects/dent90137,Graduate coursework,12.5 credit points,Not offered in 2024
Studies in Business Information Systems,BISY40002,https://handbook.unimelb.edu.au/2024/subjects/bisy40002,Honours,12.5 credit points,Not offered in 2024
PhD Research,CREA80001,https://handbook.unimelb.edu.au/2024/subjects/crea80001,,,"Offered Time-based Research, 2024"
Economic Design,ECON90028,https://handbook.unimelb.edu.au/2024/subjects/econ90028,Graduate coursework,12.5 credit points,Not offered in 2024
B2B Electronic Commerce,ISYS90034,https://handbook.unimelb.edu.au/2024/subjects/isys90034,Graduate coursework,12.5 credit points,Not offered in 2024
Port Structural Design,CVEN90067,https://handbook.unimelb.edu.au/2024/subjects/cven90067,Graduate coursework,12.5 credit points,Not offered in 2024
Political Leadership,PPMN20003,https://handbook.unimelb.edu.au/2024/subjects/ppmn20003,Undergraduate Level 2,12.5 credit points,Not offered in 2024
Industry Project in Biotechnology,SCIE90015,https://handbook.unimelb.edu.au/2024/subjects/scie90015,Graduate coursework,25 credit points,"Offered Year Long, 2024"
Lifespan Health,PHTY90104,https://handbook.unimelb.edu.au/2024/subjects/phty90104,Graduate coursework,12.5 credit points,"Offered Semester 2 (Extended), 2024"
Advanced Skills in Community Psychiatry,PSYT90062,https://handbook.unimelb.edu.au/2024/subjects/psyt90062,Graduate coursework,6.25 credit points,Not offered in 2024
Auditing Research,ACCT90021,https://handbook.unimelb.edu.au/2024/subjects/acct90021,Graduate coursework,12.5 credit points,Not offered in 2024
Opera Global Atelier,MUSI90242,https://handbook.unimelb.edu.au/2024/subjects/musi90242,Graduate coursework,12.5 credit points,Not offered in 2024
Practice-Led Music Research Methods,MUSI90235,https://handbook.unimelb.edu.au/2024/subjects/musi90235,Graduate coursework,12.5 credit points,Not offered in 2024
Urban & Cultural Heritage Research Proj,ABPL90383,https://handbook.unimelb.edu.au/2024/subjects/abpl90383,Graduate coursework,12.5 credit points,Not offered in 2024
Advanced Topics in Nano-Optics,ELEN90086,https://handbook.unimelb.edu.au/2024/subjects/elen90086,Graduate coursework,12.5 credit points,Not offered in 2024
Structure and Function in Dentistry PT1,DENT90139,https://handbook.unimelb.edu.au/2024/subjects/dent90139,Graduate coursework,12.5 credit points,Not offered in 2024
Coastal Landforms and Management,GEOG90024,https://handbook.unimelb.edu.au/2024/subjects/geog90024,Graduate coursework,12.5 credit points,Not offered in 2024
Property Law and the City,LAWS90134,https://handbook.unimelb.edu.au/2024/subjects/laws90134,Graduate coursework,12.5 credit points,Not offered in 2024
Current Issues in Accounting,ACCT90034,https://handbook.unimelb.edu.au/2024/subjects/acct90034,Graduate coursework,12.5 credit points,Not offered in 2024
Advanced Property Analysis,ABPL90011,https://handbook.unimelb.edu.au/2024/subjects/abpl90011,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Aerospace Propulsion,MCEN90047,https://handbook.unimelb.edu.au/2024/subjects/mcen90047,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Strategic Awareness and Business Acumen,MGMT90212,https://handbook.unimelb.edu.au/2024/subjects/mgmt90212,Graduate coursework,6.25 credit points,Not offered in 2024
Predictive Analytics,MGMT90216,https://handbook.unimelb.edu.au/2024/subjects/mgmt90216,Graduate coursework,6.25 credit points,Not offered in 2024
Resilient Leadership,BUSA90516,https://handbook.unimelb.edu.au/2024/subjects/busa90516,Graduate coursework,6.25 credit points,Not offered in 2024
Thinking like an Entrepreneur,BUSA90086,https://handbook.unimelb.edu.au/2024/subjects/busa90086,Graduate coursework,12.5 credit points,Not offered in 2024
Executive Management 7,BUSA90511,https://handbook.unimelb.edu.au/2024/subjects/busa90511,Graduate coursework,25 credit points,"Offered September, 2024"
Health Law and Ethics,LAWS90133,https://handbook.unimelb.edu.au/2024/subjects/laws90133,Graduate coursework,12.5 credit points,Not offered in 2024
Stream Computing and Applications,COMP90056,https://handbook.unimelb.edu.au/2024/subjects/comp90056,Graduate coursework,12.5 credit points,Not offered in 2024
Financial Institutions,BUSA90090,https://handbook.unimelb.edu.au/2024/subjects/busa90090,Graduate coursework,12.5 credit points,"Offered September, 2024"
Cardiorespiratory Clinical Practice,PHTY90099,https://handbook.unimelb.edu.au/2024/subjects/phty90099,Graduate coursework,12.5 credit points,"Offered Semester 1 (Extended), 2024"
Design Strategies of Asian Gardens,ABPL90402,https://handbook.unimelb.edu.au/2024/subjects/abpl90402,Graduate coursework,12.5 credit points,Not offered in 2024
Advanced Regression,MAST90099,https://handbook.unimelb.edu.au/2024/subjects/mast90099,Graduate coursework,12.5 credit points,"Offered September, 2024"
China Field Class PG,GEOG90007,https://handbook.unimelb.edu.au/2024/subjects/geog90007,Graduate coursework,25 credit points,Not offered in 2024
Dredging Engineering,CVEN90069,https://handbook.unimelb.edu.au/2024/subjects/cven90069,Graduate coursework,12.5 credit points,Not offered in 2024
Risk Theory II,ACTL40003,https://handbook.unimelb.edu.au/2024/subjects/actl40003,Honours,12.5 credit points,Not offered in 2024
Physical Activity and Exercise,PHTY90113,https://handbook.unimelb.edu.au/2024/subjects/phty90113,Graduate coursework,12.5 credit points,"Offered Semester 2 (Extended), 2024"
Probability & Inference in Biostatistics,MAST90100,https://handbook.unimelb.edu.au/2024/subjects/mast90100,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Contextual Studies 2,DRAM10034,https://handbook.unimelb.edu.au/2024/subjects/dram10034,Undergraduate Level 1,12.5 credit points,"Offered Semester 2, 2024"
Algorithms for Bioinformatics,COMP90014,https://handbook.unimelb.edu.au/2024/subjects/comp90014,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Body Time Space and Place,DNCE90013,https://handbook.unimelb.edu.au/2024/subjects/dnce90013,Graduate coursework,25 credit points,"Offered Semester 1, 2024"
Foundation Procedural Skills,DENT90127,https://handbook.unimelb.edu.au/2024/subjects/dent90127,Graduate coursework,6.25 credit points,"Offered Semester 2 (Extended), 2024"
Masters Software Engineering Project,SWEN90014,https://handbook.unimelb.edu.au/2024/subjects/swen90014,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Epidemiology 2,POPH90242,https://handbook.unimelb.edu.au/2024/subjects/poph90242,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Chemistry Research Project Pt 4 (Cont.),CHEM90059,https://handbook.unimelb.edu.au/2024/subjects/chem90059,Graduate coursework,50 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Management and Leadership for Engineers,ENGM90015,https://handbook.unimelb.edu.au/2024/subjects/engm90015,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
BioSciences Research Project Pt 5,BIOL90037,https://handbook.unimelb.edu.au/2024/subjects/biol90037,Graduate coursework,25 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Technical Collaboration (Stage & Screen),DPSS90009,https://handbook.unimelb.edu.au/2024/subjects/dpss90009,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Advanced Macroeconomics,ECON40002,https://handbook.unimelb.edu.au/2024/subjects/econ40002,Honours,12.5 credit points,"Offered Semester 1, 2024"
Physics Research Project Pt2,PHYC40013,https://handbook.unimelb.edu.au/2024/subjects/phyc40013,Undergraduate Level 4,12.5 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Marketing the Arts,AMGT90017,https://handbook.unimelb.edu.au/2024/subjects/amgt90017,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Foundation Mathematics 1,MAST10014,https://handbook.unimelb.edu.au/2024/subjects/mast10014,Undergraduate Level 1,12.5 credit points,"Offered Semester 1, 2024"
Signalling and Network Management,ELEN90008,https://handbook.unimelb.edu.au/2024/subjects/elen90008,Graduate coursework,12.5 credit points,Not offered in 2024
Numerical Methods in Engineering,ENGR20005,https://handbook.unimelb.edu.au/2024/subjects/engr20005,Undergraduate Level 2,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
Bioinformatics Research Project Pt 4,BINF90012,https://handbook.unimelb.edu.au/2024/subjects/binf90012,Graduate coursework,12.5 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Integrated Design Studio,CVEN90073,https://handbook.unimelb.edu.au/2024/subjects/cven90073,Graduate coursework,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
Research Project in Comp Biol Pt3,SCIE90032,https://handbook.unimelb.edu.au/2024/subjects/scie90032,Graduate coursework,12.5 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Managerial Economics,BUSA90193,https://handbook.unimelb.edu.au/2024/subjects/busa90193,Graduate coursework,12.5 credit points,"Offered January, April, July, September, 2024"
Bioinformatics Research Project Pt 2,BINF90014,https://handbook.unimelb.edu.au/2024/subjects/binf90014,Graduate coursework,25 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Musical Perspectives,MUSI10230,https://handbook.unimelb.edu.au/2024/subjects/musi10230,Undergraduate Level 1,12.5 credit points,"Offered Semester 1, 2024"
Design and Production Global Atelier,DPSS30007,https://handbook.unimelb.edu.au/2024/subjects/dpss30007,Undergraduate Level 3,12.5 credit points,Not offered in 2024
Business Analytics Applications,BUSA90503,https://handbook.unimelb.edu.au/2024/subjects/busa90503,Graduate coursework,37.5 credit points,"Offered January, 2024"
Planetary and Global Health,POPH90230,https://handbook.unimelb.edu.au/2024/subjects/poph90230,Graduate coursework,12.5 credit points,"Offered July, 2024"
Creative Writing Thesis Part 1,CWRI90015,https://handbook.unimelb.edu.au/2024/subjects/cwri90015,Graduate coursework,25 credit points,"Offered Semester 1, Semester 2, 2024"
Introduction to Property,PROP10002,https://handbook.unimelb.edu.au/2024/subjects/prop10002,Undergraduate Level 1,12.5 credit points,"Offered Semester 1, 2024"
Russian Language & Culture 4A,RUSS40006,https://handbook.unimelb.edu.au/2024/subjects/russ40006,Honours,12.5 credit points,"Offered Semester 1, 2024"
Chemistry Honours Research Project Pt2,CHEM40017,https://handbook.unimelb.edu.au/2024/subjects/chem40017,Honours,50 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Advanced Fluid Dynamics,MCEN90018,https://handbook.unimelb.edu.au/2024/subjects/mcen90018,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Quantum Mechanics,PHYC90007,https://handbook.unimelb.edu.au/2024/subjects/phyc90007,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Statistics for Research Workers,MAST90007,https://handbook.unimelb.edu.au/2024/subjects/mast90007,Graduate coursework,12.5 credit points,"Offered Winter Term, 2024"
Child Neuropsychological Disorders,PSYC90042,https://handbook.unimelb.edu.au/2024/subjects/psyc90042,Graduate coursework,6.25 credit points,"Offered Summer Term, 2024"
Shorter Thesis - Art History,AHIS70001,https://handbook.unimelb.edu.au/2024/subjects/ahis70001,Masters time-based research,0 credit points,"Offered Time-based Research, 2024"
Perspectives in Art & Cultural Theory 2,FINA90007,https://handbook.unimelb.edu.au/2024/subjects/fina90007,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Laboratory Rotation 2,FNCE90074,https://handbook.unimelb.edu.au/2024/subjects/fnce90074,Graduate coursework,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
Research Project in Comp Biology Pt2,SCIE90023,https://handbook.unimelb.edu.au/2024/subjects/scie90023,Graduate coursework,25 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Constructed Ecologies,ABPL90263,https://handbook.unimelb.edu.au/2024/subjects/abpl90263,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Conservation and Cultural Environments,GEOG90021,https://handbook.unimelb.edu.au/2024/subjects/geog90021,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
"Translation, Interpreting, Communication",TRAN90021,https://handbook.unimelb.edu.au/2024/subjects/tran90021,Graduate coursework,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
Doing Business in Asia,BUSA90476,https://handbook.unimelb.edu.au/2024/subjects/busa90476,Graduate coursework,6.25 credit points,Not offered in 2024
Project in Computational Biology,SCIE90025,https://handbook.unimelb.edu.au/2024/subjects/scie90025,Graduate coursework,25 credit points,Not offered in 2024
Chemistry Honours Research Project Pt1,CHEM40010,https://handbook.unimelb.edu.au/2024/subjects/chem40010,Honours,25 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Experimental Mathematics,MAST90053,https://handbook.unimelb.edu.au/2024/subjects/mast90053,Graduate coursework,12.5 credit points,Not offered in 2024
Advanced Nursing Practice: Primary Care,NURS90106,https://handbook.unimelb.edu.au/2024/subjects/nurs90106,Graduate coursework,12.5 credit points,Not offered in 2024
Doing Business in the Asia-Pacific,IBUS20006,https://handbook.unimelb.edu.au/2024/subjects/ibus20006,Undergraduate Level 2,12.5 credit points,Not offered in 2024
China Field Class,GEOG30007,https://handbook.unimelb.edu.au/2024/subjects/geog30007,Undergraduate Level 3,25 credit points,Not offered in 2024
Nonlinear Systems Theory,ELEN90028,https://handbook.unimelb.edu.au/2024/subjects/elen90028,Graduate coursework,12.5 credit points,Not offered in 2024
Why Tax Systems Differ Between Countries,LAWS90163,https://handbook.unimelb.edu.au/2024/subjects/laws90163,Graduate coursework,12.5 credit points,Not offered in 2024
Galapagos at Shenzhen Biennale,ABPL90436,https://handbook.unimelb.edu.au/2024/subjects/abpl90436,Graduate coursework,25 credit points,Not offered in 2024
International Criminal Justice Clinic,LAWS90060,https://handbook.unimelb.edu.au/2024/subjects/laws90060,Graduate coursework,12.5 credit points,Not offered in 2024
Finance Research Essay,FNCE40006,https://handbook.unimelb.edu.au/2024/subjects/fnce40006,Honours,25 credit points,"Offered Semester 2, 2024"
Research Project (MMus),MUSI70021,https://handbook.unimelb.edu.au/2024/subjects/musi70021,,,"Offered Time-based Research, 2024"
Sensor Networks and Applications,COMP90017,https://handbook.unimelb.edu.au/2024/subjects/comp90017,Graduate coursework,12.5 credit points,Not offered in 2024
Orchestra Administration,MUSI90253,https://handbook.unimelb.edu.au/2024/subjects/musi90253,Graduate coursework,6.25 credit points,Not offered in 2024
"Business, Governance & Ethics in Asia",BUSA90030,https://handbook.unimelb.edu.au/2024/subjects/busa90030,Graduate coursework,12.5 credit points,Not offered in 2024
The Architecture of Wishful Thinking,ABPL90124,https://handbook.unimelb.edu.au/2024/subjects/abpl90124,Graduate coursework,12.5 credit points,Not offered in 2024
Institutions in International Law,LAWS50045,https://handbook.unimelb.edu.au/2024/subjects/laws50045,Graduate coursework Level 5,12.5 credit points,Not offered in 2024
Health Communication Skills 2,PAED90016,https://handbook.unimelb.edu.au/2024/subjects/paed90016,Graduate coursework,12.5 credit points,Not offered in 2024
Travelling Design & Performance Studio,DPSS20009,https://handbook.unimelb.edu.au/2024/subjects/dpss20009,Undergraduate Level 2,12.5 credit points,Not offered in 2024
Discrete and Network Optimisation,ELEN90087,https://handbook.unimelb.edu.au/2024/subjects/elen90087,Graduate coursework,12.5 credit points,Not offered in 2024
Program Analysis and Transformation,COMP90053,https://handbook.unimelb.edu.au/2024/subjects/comp90053,Graduate coursework,12.5 credit points,Not offered in 2024
