Subject Name,Subject Code,Primary Info,Credit Points,Subject Url
Indigenous Cultures and Knowledges,UNIB20022,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/unib20022
Inequalities: Causes and Consequences,UNIB20021,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/unib20021
Wine & Spirits:An Australian Perspective,AGRI20045,"Offered July, September, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/agri20045
Environmental Technologies,ABPL10007,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/abpl10007
Samba Band,MUSI20163,"Offered January, Semester 1, June, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/musi20163
Wellbeing Through Drama Education,EDUC20086,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/educ20086
Russian 1,RUSS10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/russ10001
"Science, Technology and Public Policy",PPMN20001,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/ppmn20001
German 1,GERM10004,"Offered Summer Term, Semester 1, Winter Term, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/germ10004
French 6,FREN20002,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20002
German 9,GERM20009,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20009
French 3,FREN10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10001
Hebrew 4,HEBR10006,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10006
Ancient Greek 4,CLAS10021,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10021
Italian 4,ITAL10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10002
Chinese 5,CHIN30008,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30008
French 5,FREN10006,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10006
Italian 3,ITAL20007,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20007
Japanese 8,JAPN20004,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/japn20004
Hebrew 6,HEBR20008,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hebr20008
Foundational Biology: Life's Machinery,BIOL10008,"Offered Summer Term, Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/biol10008
Ancient Greek 6,CLAS30025,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/clas30025
Fire in the Australian Landscape,FRST20015,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/frst20015
Spanish 5,SPAN10007,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/span10007
Spanish 7,SPAN30016,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/span30016
German 8,GERM30022,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30022
Valuation of Land and Buildings,PROP30001,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/prop30001
Ancient Greek 1,CLAS10004,"Offered Semester 1, Winter Term, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10004
Spanish 1,SPAN10001,"Offered Semester 1, Winter Term, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/span10001
French 6,FREN30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/fren30004
Japanese 6,JAPN10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/japn10004
Russian 4,RUSS20005,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/russ20005
Ancient Egyptian 2,ANCW10007,"Offered August, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ancw10007
Italian 8,ITAL10010,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10010
Human Sciences: From Cells to Societies,SCIE10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/scie10004
Ancient Egyptian 3,ANCW20023,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ancw20023
Arabic 5,ARBC20006,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/arbc20006
Chinese 6,CHIN30009,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30009
German 7,GERM20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20001
Korean 4,KORE10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/kore10004
Chinese 8,CHIN10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10004
Interpreting Australian Landscape Design,LARC30002,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/larc30002
Korean 1,KORE10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/kore10001
Popular Music Studies,MUSI20227,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/musi20227
Hebrew 3,HEBR10005,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10005
German 5,GERM30005,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30005
Italian 8,ITAL20003,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20003
Calculus 2: Advanced,MAST10021,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/mast10021
Russian 3,RUSS20004,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/russ20004
Italian 5,ITAL10006,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10006
Climate Change: Why People Disagree,PPMN20002,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/ppmn20002
Intensive French 3 and 4,FREN20018,"Offered Summer Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20018
Latin 3,CLAS10012,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10012
Spanish 4,SPAN10004,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/span10004
Italian 4,ITAL20008,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20008
Nutrition Policy and Public Health,NUTR30001,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/nutr30001
Ancient Egyptian 1,ANCW10006,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ancw10006
Chinese 4,CHIN10016,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10016
Spanish 2,SPAN10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/span10002
Latin 6,CLAS20026,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/clas20026
"Music, Mind & Wellbeing",MUSI20225,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/musi20225
German 10,GERM30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30004
Plant Breeding and Genetics,AGRI30048,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/agri30048
"Collaborative Animal, Human & Eco-Health",UNIB20020,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/unib20020
Italian 2,ITAL10005,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10005
Japanese 5,JAPN10003,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/japn10003
Latin 5,CLAS30013,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/clas30013
German 9,GERM30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30003
Advanced Topics in Nutrition,NUTR30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/nutr30004
Korean 2,KORE10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/kore10002
Principles of Chemical Biology,CHEM20026,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/chem20026
Chinese 3,CHIN10015,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10015
German 4,GERM10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/germ10002
Spanish 5,SPAN20018,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/span20018
Wakanda: African Futures in Education,EDUC30076,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/educ30076
Design and Property Studio,PROP30003,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/prop30003
Chinese 6,CHIN10018,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10018
German 6,GERM30006,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30006
Sustainability: hope for the Earth?,UNIB10024,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/unib10024
Italian 7,ITAL10009,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10009
Chinese 9,CHIN30027,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30027
Agribusiness Marketing & Value Chains,AGRI30040,"Offered July, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/agri30040
Music in Australia,MUSI30269,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/musi30269
Biology: Life's Complexity,BIOL10011,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/biol10011
Japanese 7,JAPN10005,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/japn10005
Topics in Musicology,MUSI30270,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/musi30270
Ancient & Contemporary Indigenous Arts 2,AIND20012,"Offered Winter Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/aind20012
Topics in Popular Music Studies,MUSI30271,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/musi30271
French 1,FREN10004,"Offered Semester 1, Winter Term, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10004
Hebrew 2,HEBR10002,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10002
Chinese 9,CHIN20012,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/chin20012
Spanish 3,SPAN20002,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/span20002
Italian 1,ITAL10004,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10004
Italian 1 (Intensive),ITAL10008,"Offered Winter Term, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ital10008
Accounting Information: Risks & Controls,ACCT20007,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/acct20007
Law and Cultural Industries,LAWS30031,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/laws30031
Indigenous Education in Community,EDUC20082,"Offered February, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/educ20082
Intensive Ancient Greek 1,CLAS20035,"Offered Winter Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/clas20035
Spanish 5,SPAN30014,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/span30014
French 7,FREN20019,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20019
French 6,FREN10007,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10007
Italian 5,ITAL20011,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20011
Design and Property Industry Studies,PROP20003,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/prop20003
Spanish 6,SPAN30015,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/span30015
Environmental Design in Housing,ARCH30004,"Offered Summer Term, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/arch30004
Chinese 7,CHIN20027,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/chin20027
Hebrew 5,HEBR20007,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hebr20007
French 4,FREN20017,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20017
Introduction to Indigenous Education,EDUC10060,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/educ10060
German 10,GERM20010,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20010
Ancient Greek 6,CLAS20014,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/clas20014
French 4,FREN10003,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10003
Chinese 5,CHIN10017,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10017
Hebrew 5,HEBR30003,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hebr30003
Russian 5,RUSS20006,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/russ20006
Chinese 10,CHIN30028,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30028
Foundations of Physics,PHYC10009,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/phyc10009
Korean 3,KORE20003,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/kore20003
Hebrew 4,HEBR20006,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hebr20006
Chinese 10,CHIN20013,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/chin20013
Hebrew 1,HEBR10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10001
Ancient Greek 5,CLAS20013,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/clas20013
Spanish 6,SPAN20019,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/span20019
Human Sciences: Human/Nonhuman Encounter,SCIE20002,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/scie20002
Chinese 7,CHIN30025,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30025
Arabic 5,ARBC30004,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/arbc30004
Intensive Syriac Aramaic,ANCW10004,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/ancw10004
Japanese 8,JAPN10006,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/japn10006
Hebrew 6,HEBR10012,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10012
German 5,GERM10006,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/germ10006
Italian 8,ITAL30016,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ital30016
Intensive Ancient Greek 1,CLAS30045,"Offered Winter Term, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/clas30045
French 3,FREN20015,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20015
Intensive Akkadian 2,ANCW10009,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/ancw10009
Linear Algebra: Advanced,MAST10022,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/mast10022
Korean 3,KORE10003,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/kore10003
Intensive Beginners Latin,CLAS30004,"Offered Summer Term, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/clas30004
Italian 6,ITAL30014,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ital30014
Arabic 6,ARBC20007,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/arbc20007
Spanish 6,SPAN10008,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/span10008
French 2,FREN10005,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fren10005
German 8,GERM10009,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/germ10009
Hebrew 5,HEBR10011,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10011
Spanish 4,SPAN20003,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/span20003
Art and the Botanical,FINA20044,"Offered Summer Term, February, Semester 1, Winter Term, July, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fina20044
Sustainable Management of Design Assets,PROP30002,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/prop30002
German 3,GERM10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/germ10001
Intensive Spanish 3 & 4,SPAN20027,"Offered Summer Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/span20027
Korean 4,KORE20004,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/kore20004
Latin 4,CLAS10014,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10014
Italian 9,ITAL20012,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20012
"Science, Technology and the Law",LAWS10008,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/laws10008
German 6,GERM20008,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20008
Latin 6,CLAS30009,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/clas30009
German 4,GERM20005,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20005
The Making of Melbourne,UNIB10023,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/unib10023
Arabic 2,ARBC10006,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/arbc10006
"AI, Ethics and the Law",LAWS10009,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/laws10009
Latin 2,CLAS10007,"Offered Summer Term, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10007
Real and Artificial Neural Networks,NEUR30006,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/neur30006
German 3,GERM20004,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20004
Consultants and Government,PADM10001,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/padm10001
Chinese 7,CHIN10003,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10003
Introduction to Screenprinting,FINA20045,"Offered January, February, April, June, July, September, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fina20045
