Subject Name,Subject Code,Primary Info,Credit Points,Subject Url
Critical Analytical Skills,MULT20003,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/mult20003
Intensive Spanish 3 & 4,SPAN20027,"Offered Summer Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/span20027
Community Volunteering - Global,MULT20014,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/mult20014
Korean 4,KORE20004,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/kore20004
Freedom and Equality Across Borders,PHIL20045,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/phil20045
Insects Shaping Society,UNIB10018,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/unib10018
Spanish 7,SPAN20022,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/span20022
Indigenous Treaties and Titles,INDG20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/indg20001
Italian Cultural Studies A,ITAL20009,"Offered Winter Term, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20009
Modern Israel: Good Bad and Disputed,JEWI20007,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/jewi20007
Understanding Australian Media,MECM20006,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/mecm20006
Lived Religion in an Uncertain World,ANTH30003,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/anth30003
"Order, Disorder, Crime, and Deviance",CRIM20004,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/crim20004
Hebrew 5,HEBR10011,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hebr10011
"Magic, Reason and Science, 1450-1750",HPSC30034,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hpsc30034
Europe: From Black Death to New Worlds,HIST10016,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/hist10016
Syntax,LING20006,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ling20006
Spanish 4,SPAN20003,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/span20003
"Culture, Identity and Everyday Life",CULS10005,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/culs10005
Field Ecology,ZOOL30009,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/zool30009
The Nature of Reality,PHIL20039,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/phil20039
Stalinism,HIST30076,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hist30076
Social Sustainability,SOCI30016,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/soci30016
"Protest & Politics: US History, 1945-Now",HIST20071,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/hist20071
Scripts for Contemporary Theatre,CWRI20010,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/cwri20010
Riverine Landscapes: Hydrology & Ecology,GEOG30022,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/geog30022
Berlin and Beyond,GERM30024,"Offered Winter Term, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/germ30024
Understanding Global Media,MECM20010,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/mecm20010
"Advertising, Media and Society",MECM20015,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/mecm20015
German Cultural Studies B,GERM20003,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20003
Latin 4,CLAS10014,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10014
Chinese Cinema,CHIN10009,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10009
Italian 9,ITAL20012,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20012
American Classics,ENGL20023,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/engl20023
A Taste of Europe: Melbourne Intensive,EURO20007,"Offered February, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/euro20007
Film Noir: History and Sexuality,SCRN30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/scrn30004
Japanese through the Media,JAPN30004,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/japn30004
"Diplomat, Soldier, Spy: The Deep State",ANTH20013,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/anth20013
Public Policy: Advocating for Change,PPMN10002,Not offered in 2024,1,https://handbook.unimelb.edu.au/2024/subjects/ppmn10002
"Families, Relationships and Society",SOCI20018,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/soci20018
Astrophysics,PHYC30019,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/phyc30019
French 7,FREN20019,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20019
From Page to Stage: French Theatre,FREN30020,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/fren30020
Inequalities: Future Challenges,SOCI10003,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/soci10003
German 4,GERM20005,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20005
"Consumer Culture, Media and Lifestyle",CULS20014,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/culs20014
Arabic 6,ARBC20007,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/arbc20007
Art History: Theory and Controversy,AHIS10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/ahis10001
Signs and Symbols in Japanese,JAPN20009,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/japn20009
Global Cultures,CULS30006,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/culs30006
The Making of Melbourne,UNIB10023,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/unib10023
Arabic 2,ARBC10006,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/arbc10006
China in Transition,GEOG20010,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/geog20010
"Fertility, Mortality and Social Change",GEOG20016,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/geog20016
"City Cultures, Urban Ecologies",CULS30005,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/culs30005
Aboriginal Writing,INDG30004,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/indg30004
Short Fiction,CWRI20002,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/cwri20002
Australian Film and Television,SCRN20013,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/scrn20013
Contemporary Chinese Literature,CHIN10019,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10019
Society and Environments,GEOG20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/geog20001
Italian Cultural Studies B,ITAL20001,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ital20001
Chinese Economic Documents,CHIN30012,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/chin30012
"AI, Ethics and the Law",LAWS10009,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/laws10009
In the Heart of the Loire Valley,FREN20020,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/fren20020
Famine: The Geography of Scarcity,GEOG10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/geog10001
Latin 2,CLAS10007,"Offered Summer Term, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10007
Media Industries & Technological Change,MECM30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mecm30004
Matters of Taste: French Eating Cultures,FREN30015,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/fren30015
Chinese 7,CHIN10003,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/chin10003
Screening Europe: Image and Identity,EURO20005,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/euro20005
US and the World: Rise of a Superpower,HIST30065,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/hist30065
Introduction to Screenprinting,FINA20045,"Offered January, February, April, June, July, September, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fina20045
German 8,GERM20002,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/germ20002
Global Cultures of Japan and Korea,ASIA30005,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/asia30005
"Race, Ethnicity, and Nationalism",POLS30036,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/pols30036
Geographies of Migration,GEOG30029,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/geog30029
Introduction to Screen Studies,SCRN10001,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/scrn10001
Numerical Methods & Scientific Computing,MAST30028,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mast30028
"Power, Ideology and Inequality",ANTH30005,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/anth30005
Logical Methods,PHIL20030,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/phil20030
Translation: Intercultural Indonesian,INDO10013,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/indo10013
Arabic 7,ARBC30006,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/arbc30006
Global Histories of Indigenous Activism,HIST30074,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/hist30074
French 5,FREN20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20001
Cooking up the Nation,SPAN20024,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/span20024
Environmental Change & the Human Journey,GEOG20015,"Offered Semester 2 (Early-Start), 2024",2,https://handbook.unimelb.edu.au/2024/subjects/geog20015
Underworld and Afterlife,ANCW30011,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ancw30011
Wines of the World,EURO30008,"Offered July, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/euro30008
Modernism and Avant Garde,ENGL20022,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/engl20022
The French Pacific in a Global Context,FREN20021,"Offered Winter Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/fren20021
"Sport, Education and the Media",EDUC20068,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/educ20068
Latin 1,CLAS10006,"Offered Summer Term, Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/clas10006
Applications in Precision Agriculture,AGRI30045,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/agri30045
Arabic 7,ARBC20002,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/arbc20002
Greek Philosophy,PHIL20040,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/phil20040
Environmental Politics and Management,GEOG20003,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/geog20003
Matters of Taste: French Eating Cultures,FREN20013,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/fren20013
Spatial Modelling for Nature and People,GEOG30030,"Offered November, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/geog30030
Chinese 8,CHIN20028,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/chin20028
Gender Diversity in the Workplace,GEND30005,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/gend30005
Arabic in Context 1,ARBC20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/arbc20001
Earth's Microbiomes,ERTH20004,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/erth20004
Engineering Mechanics,ENGR20004,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/engr20004
Drugs in Biomedical Experiments,PHRM30009,"Offered Semester 1, Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/phrm30009
Managing Globally,MGMT30004,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mgmt30004
Introductory Microeconomics,ECON10004,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/econ10004
The Ethnography of Music,MUSI30053,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/musi30053
Analysis of Firms & Financial Statements,ACCT30001,"Offered Semester 1, Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/acct30001
Atmospheric Processes and Composition,ATOC30008,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/atoc30008
Earth Processes for Engineering,ENEN20002,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/enen20002
Introductory Financial Accounting,ACCT10002,"Offered Summer Term, Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/acct10002
Managing People at Work,MGMT20004,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/mgmt20004
Music and Film since 1900,MUSI30004,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/musi30004
Links Between Health and Learning,EDUC20073,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/educ20073
Physics 2: Physical Science & Technology,PHYC10004,"Offered Summer Term, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/phyc10004
Accounting Reports and Analysis,ACCT10001,"Offered Summer Term, Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/acct10001
Statistical Physics,PHYC30017,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/phyc30017
Graph Theory,MAST30011,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mast30011
Music in the Culture of the Renaissance,MUSI30011,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/musi30011
Entrepreneurship and Product Innovation,MKTG20007,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/mktg20007
Economics of Food Markets,ECON30007,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/econ30007
Principles of Marketing,MKTG10001,"Offered Summer Term, Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/mktg10001
"Drawing, Painting and Sensory Knowing",EDUC10054,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/educ10054
Dancing the Dance 2: Create & Perform,DNCE20031,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/dnce20031
Past Climates: Icehouse to Greenhouse,ERTH20003,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/erth20003
Managing the Multinational,MGMT20006,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/mgmt20006
The Economics of Taxation,ECON30016,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/econ30016
The Romantic Piano,MUSI30256,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/musi30256
Applying Digital Infrastructure,GEOM20013,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/geom20013
Physics 2: Life Sciences & Environment,PHYC10006,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/phyc10006
The Laptop Recording Studio,MUSI20174,"Offered Semester 1, Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/musi20174
Energy and the Environment,EVSC20006,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/evsc20006
Electrical Device Modelling,ELEN30011,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/elen30011
Indonesian 3,INDO20006,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/indo20006
Still Life: Nature Morte,FINA10035,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/fina10035
Fundamentals of Cell Biology,CEDB20003,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/cedb20003
Economics of the Environment,ECON20004,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/econ20004
Marine Biodiversity and Biogeography,ECOL30007,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ecol30007
Construction Contract Administration,ABPL30039,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/abpl30039
Chinese 3,CHIN20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/chin20001
Topics in Animal Health,ANSC20003,Not offered in 2024,2,https://handbook.unimelb.edu.au/2024/subjects/ansc20003
Australia in the Wine World,AGRI10039,"Offered February, July, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/agri10039
Dangerous Earth,ERTH20001,"Offered Semester 2, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/erth20001
Tropical Weather and Climate Extremes,ATOC30003,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/atoc30003
Sustainable Food Systems,AGRI20003,"Offered Winter Term, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/agri20003
Music History 1: 17th & 18th Centuries,MUSI10047,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/musi10047
Animal Physiology and Growth,ANSC20001,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/ansc20001
International Trade Policy,ECON30001,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/econ30001
Foundations of Information Systems,ISYS10001,"Offered Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/isys10001
Calculus 1,MAST10005,"Offered Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/mast10005
Design and Property Principles,PROP20002,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/prop20002
Learning and the Digital Generations,EDUC10056,"Offered Semester 1, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/educ10056
Legal Language,LAWS20008,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/laws20008
Sports Coaching: Theory and Practice,EDUC10051,"Offered Summer Term, Semester 1, Semester 2, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/educ10051
Managing Entrepreneurship and Innovation,MGMT30006,"Offered Semester 1, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mgmt30006
Digital Marketing,MKTG30009,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/mktg30009
"Organisations, Economics and Incentives",ECON30017,Not offered in 2024,3,https://handbook.unimelb.edu.au/2024/subjects/econ30017
Software Modelling and Design,SWEN30006,"Offered Semester 1, Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/swen30006
Ancient & Contemporary Indigenous Arts,AIND10003,"Offered June, 2024",1,https://handbook.unimelb.edu.au/2024/subjects/aind10003
Landscape Ecosystem Project,EVSC30007,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/evsc30007
Econometrics 2,ECOM30002,"Offered Semester 1, Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/ecom30002
Managing Processes and Projects,MGMT20002,"Offered Semester 1, 2024",2,https://handbook.unimelb.edu.au/2024/subjects/mgmt20002
Behavioural Economics,ECON30019,"Offered Semester 2, 2024",3,https://handbook.unimelb.edu.au/2024/subjects/econ30019
